,STANDARDNA PORABNIŠKA SKUPINA (LETNA PORABA),CENA,ČETRTLETJE,EUR/kWh,leto,cetrtletje
518,DB (1000 do <2500 KWh),Brez DDV,2016Q3,0.1681,2016,3
519,DB (1000 do <2500 KWh),Brez DDV,2016Q4,0.1591,2016,4
520,DB (1000 do <2500 KWh),Brez DDV,2017Q1,0.156377770315392,2017,1
521,DB (1000 do <2500 KWh),Brez DDV,2017Q2,0.163951532919263,2017,2
522,DB (1000 do <2500 KWh),Brez DDV,2017Q3,0.169660365886,2017,3
523,DB (1000 do <2500 KWh),Brez DDV,2017Q4,0.155898236042462,2017,4
524,DB (1000 do <2500 KWh),Brez DDV,2018Q1,0.16079498008584,2018,1
525,DB (1000 do <2500 KWh),Brez DDV,2018Q2,0.166978976568985,2018,2
526,DB (1000 do <2500 KWh),Brez DDV,2018Q3,0.171425427691869,2018,3
527,DB (1000 do <2500 KWh),Brez DDV,2018Q4,0.161961509915232,2018,4
528,DB (1000 do <2500 KWh),Brez DDV,2019Q1,0.163184318963753,2019,1
529,DB (1000 do <2500 KWh),Brez DDV,2019Q2,0.168269586679816,2019,2
530,DB (1000 do <2500 KWh),Brez DDV,2019Q3,0.17149761773242,2019,3
531,DB (1000 do <2500 KWh),Brez DDV,2019Q4,0.163732084400016,2019,4
532,DB (1000 do <2500 KWh),Brez DDV,2020Q1,0.144727651912529,2020,1
533,DB (1000 do <2500 KWh),Brez DDV,2020Q2,0.12780403099871,2020,2
534,DB (1000 do <2500 KWh),Brez DDV,2020Q3,0.177458900608719,2020,3
535,DB (1000 do <2500 KWh),Brez DDV,2020Q4,0.163969574990701,2020,4
536,DB (1000 do <2500 KWh),Brez DDV,2021Q1,0.165558193029483,2021,1
537,DB (1000 do <2500 KWh),Brez DDV,2021Q2,0.174693024748438,2021,2
538,DB (1000 do <2500 KWh),Brez DDV,2021Q3,0.181249032700219,2021,3
539,DB (1000 do <2500 KWh),Brez DDV,2021Q4,0.166713785310064,2021,4
540,DB (1000 do <2500 KWh),Brez DDV,2022Q1,0.114753984833211,2022,1
541,DB (1000 do <2500 KWh),Brez DDV,2022Q2,0.165557379877195,2022,2
542,DB (1000 do <2500 KWh),Brez DDV,2022Q3,0.216279322777172,2022,3
543,DB (1000 do <2500 KWh),Brez DDV,2022Q4,0.1889790907778,2022,4
544,DB (1000 do <2500 KWh),Brez DDV,2023Q1,0.197753384334565,2023,1
545,DB (1000 do <2500 KWh),Brez DDV,2023Q2,0.20566,2023,2
546,DB (1000 do <2500 KWh),Brez DDV,2023Q3,0.213229736027355,2023,3
547,DB (1000 do <2500 KWh),Brez DDV,2023Q4,0.189822167056119,2023,4
548,DB (1000 do <2500 KWh),Brez DDV,2024Q1,0.188624481087825,2024,1
549,DB (1000 do <2500 KWh),Brez DDV,2024Q2,0.195254231565578,2024,2
550,DB (1000 do <2500 KWh),Z vsemi davki,2012Q1,0.1724,2012,1
551,DB (1000 do <2500 KWh),Z vsemi davki,2012Q2,0.1775,2012,2
552,DB (1000 do <2500 KWh),Z vsemi davki,2012Q3,0.1786,2012,3
553,DB (1000 do <2500 KWh),Z vsemi davki,2012Q4,0.1756,2012,4
554,DB (1000 do <2500 KWh),Z vsemi davki,2013Q1,0.1832,2013,1
555,DB (1000 do <2500 KWh),Z vsemi davki,2013Q2,0.1941,2013,2
556,DB (1000 do <2500 KWh),Z vsemi davki,2013Q3,0.1974,2013,3
557,DB (1000 do <2500 KWh),Z vsemi davki,2013Q4,0.1948,2013,4
558,DB (1000 do <2500 KWh),Z vsemi davki,2014Q1,0.1948,2014,1
559,DB (1000 do <2500 KWh),Z vsemi davki,2014Q2,0.195,2014,2
560,DB (1000 do <2500 KWh),Z vsemi davki,2014Q3,0.1962,2014,3
561,DB (1000 do <2500 KWh),Z vsemi davki,2014Q4,0.1903,2014,4
562,DB (1000 do <2500 KWh),Z vsemi davki,2015Q1,0.1885,2015,1
563,DB (1000 do <2500 KWh),Z vsemi davki,2015Q2,0.1916,2015,2
564,DB (1000 do <2500 KWh),Z vsemi davki,2015Q3,0.1988,2015,3
565,DB (1000 do <2500 KWh),Z vsemi davki,2015Q4,0.1928,2015,4
566,DB (1000 do <2500 KWh),Z vsemi davki,2016Q1,0.1958,2016,1
567,DB (1000 do <2500 KWh),Z vsemi davki,2016Q2,0.2012,2016,2
568,DB (1000 do <2500 KWh),Z vsemi davki,2016Q3,0.2051,2016,3
569,DB (1000 do <2500 KWh),Z vsemi davki,2016Q4,0.1941,2016,4
570,DB (1000 do <2500 KWh),Z vsemi davki,2017Q1,0.190780879784778,2017,1
571,DB (1000 do <2500 KWh),Z vsemi davki,2017Q2,0.2000208701615,2017,2
572,DB (1000 do <2500 KWh),Z vsemi davki,2017Q3,0.20698564638092,2017,3
573,DB (1000 do <2500 KWh),Z vsemi davki,2017Q4,0.190195847971804,2017,4
574,DB (1000 do <2500 KWh),Z vsemi davki,2018Q1,0.196169875704724,2018,1
575,DB (1000 do <2500 KWh),Z vsemi davki,2018Q2,0.203714351414161,2018,2
576,DB (1000 do <2500 KWh),Z vsemi davki,2018Q3,0.20913902178408,2018,3
577,DB (1000 do <2500 KWh),Z vsemi davki,2018Q4,0.197593042096584,2018,4
578,DB (1000 do <2500 KWh),Z vsemi davki,2019Q1,0.199084869135778,2019,1
579,DB (1000 do <2500 KWh),Z vsemi davki,2019Q2,0.205288895749376,2019,2
580,DB (1000 do <2500 KWh),Z vsemi davki,2019Q3,0.209227093633553,2019,3
581,DB (1000 do <2500 KWh),Z vsemi davki,2019Q4,0.199753142968019,2019,4
582,DB (1000 do <2500 KWh),Z vsemi davki,2020Q1,0.176567735333286,2020,1
583,DB (1000 do <2500 KWh),Z vsemi davki,2020Q2,0.155920917818427,2020,2
584,DB (1000 do <2500 KWh),Z vsemi davki,2020Q3,0.216499858742637,2020,3
585,DB (1000 do <2500 KWh),Z vsemi davki,2020Q4,0.200042881488655,2020,4
586,DB (1000 do <2500 KWh),Z vsemi davki,2021Q1,0.201980995495969,2021,1
587,DB (1000 do <2500 KWh),Z vsemi davki,2021Q2,0.213125490193094,2021,2
588,DB (1000 do <2500 KWh),Z vsemi davki,2021Q3,0.221123819894267,2021,3
589,DB (1000 do <2500 KWh),Z vsemi davki,2021Q4,0.203390818078278,2021,4
590,DB (1000 do <2500 KWh),Z vsemi davki,2022Q1,0.139999861496517,2022,1
591,DB (1000 do <2500 KWh),Z vsemi davki,2022Q2,0.201980003450178,2022,2
592,DB (1000 do <2500 KWh),Z vsemi davki,2022Q3,0.259315067831485,2022,3
593,DB (1000 do <2500 KWh),Z vsemi davki,2022Q4,0.208164577779283,2022,4
594,DB (1000 do <2500 KWh),Z vsemi davki,2023Q1,0.217733843009108,2023,1
595,DB (1000 do <2500 KWh),Z vsemi davki,2023Q2,0.23066,2023,2
596,DB (1000 do <2500 KWh),Z vsemi davki,2023Q3,0.260140277953373,2023,3
597,DB (1000 do <2500 KWh),Z vsemi davki,2023Q4,0.231583043808465,2023,4
598,DB (1000 do <2500 KWh),Z vsemi davki,2024Q1,0.230121866927146,2024,1
599,DB (1000 do <2500 KWh),Z vsemi davki,2024Q2,0.238210162510005,2024,2
600,DC (2500 do <5000 KWh),Energija,2012Q1,0.0617,2012,1
601,DC (2500 do <5000 KWh),Energija,2012Q2,0.0627,2012,2
602,DC (2500 do <5000 KWh),Energija,2012Q3,0.0624,2012,3
603,DC (2500 do <5000 KWh),Energija,2012Q4,0.0622,2012,4
604,DC (2500 do <5000 KWh),Energija,2013Q1,0.0618,2013,1
605,DC (2500 do <5000 KWh),Energija,2013Q2,0.0616,2013,2
606,DC (2500 do <5000 KWh),Energija,2013Q3,0.0615,2013,3
607,DC (2500 do <5000 KWh),Energija,2013Q4,0.0609,2013,4
608,DC (2500 do <5000 KWh),Energija,2014Q1,0.0597,2014,1
609,DC (2500 do <5000 KWh),Energija,2014Q2,0.0584,2014,2
610,DC (2500 do <5000 KWh),Energija,2014Q3,0.0586,2014,3
611,DC (2500 do <5000 KWh),Energija,2014Q4,0.0584,2014,4
612,DC (2500 do <5000 KWh),Energija,2015Q1,0.0575,2015,1
613,DC (2500 do <5000 KWh),Energija,2015Q2,0.0571,2015,2
614,DC (2500 do <5000 KWh),Energija,2015Q3,0.0576,2015,3
615,DC (2500 do <5000 KWh),Energija,2015Q4,0.057,2015,4
616,DC (2500 do <5000 KWh),Energija,2016Q1,0.0557,2016,1
617,DC (2500 do <5000 KWh),Energija,2016Q2,0.056,2016,2
618,DC (2500 do <5000 KWh),Energija,2016Q3,0.0564,2016,3
619,DC (2500 do <5000 KWh),Energija,2016Q4,0.0553,2016,4
620,DC (2500 do <5000 KWh),Energija,2017Q1,0.054522261765207,2017,1
621,DC (2500 do <5000 KWh),Energija,2017Q2,0.054461094689438,2017,2
622,DC (2500 do <5000 KWh),Energija,2017Q3,0.054950303733851,2017,3
623,DC (2500 do <5000 KWh),Energija,2017Q4,0.053789844755437,2017,4
624,DC (2500 do <5000 KWh),Energija,2018Q1,0.054373911112575,2018,1
625,DC (2500 do <5000 KWh),Energija,2018Q2,0.054432684130678,2018,2
626,DC (2500 do <5000 KWh),Energija,2018Q3,0.055275822592769,2018,3
627,DC (2500 do <5000 KWh),Energija,2018Q4,0.056270860378177,2018,4
628,DC (2500 do <5000 KWh),Energija,2019Q1,0.058061888201163,2019,1
629,DC (2500 do <5000 KWh),Energija,2019Q2,0.058488691007001,2019,2
630,DC (2500 do <5000 KWh),Energija,2019Q3,0.059226753198551,2019,3
631,DC (2500 do <5000 KWh),Energija,2019Q4,0.059952067668218,2019,4
632,DC (2500 do <5000 KWh),Energija,2020Q1,0.062002313588582,2020,1
633,DC (2500 do <5000 KWh),Energija,2020Q2,0.064058385812829,2020,2
634,DC (2500 do <5000 KWh),Energija,2020Q3,0.066583615166927,2020,3
635,DC (2500 do <5000 KWh),Energija,2020Q4,0.065498616490728,2020,4
636,DC (2500 do <5000 KWh),Energija,2021Q1,0.064070171033303,2021,1
637,DC (2500 do <5000 KWh),Energija,2021Q2,0.066430371834929,2021,2
638,DC (2500 do <5000 KWh),Energija,2021Q3,0.068755366204718,2021,3
639,DC (2500 do <5000 KWh),Energija,2021Q4,0.066431839732244,2021,4
640,DC (2500 do <5000 KWh),Energija,2022Q1,0.070003098026437,2022,1
641,DC (2500 do <5000 KWh),Energija,2022Q2,0.079646075600128,2022,2
642,DC (2500 do <5000 KWh),Energija,2022Q3,0.099028098803251,2022,3
643,DC (2500 do <5000 KWh),Energija,2022Q4,0.093712746793828,2022,4
644,DC (2500 do <5000 KWh),Energija,2023Q1,0.104932765137619,2023,1
645,DC (2500 do <5000 KWh),Energija,2023Q2,0.10592,2023,2
646,DC (2500 do <5000 KWh),Energija,2023Q3,0.106398074800275,2023,3
647,DC (2500 do <5000 KWh),Energija,2023Q4,0.103223622536858,2023,4
648,DC (2500 do <5000 KWh),Energija,2024Q1,0.109915627345623,2024,1
649,DC (2500 do <5000 KWh),Energija,2024Q2,0.111098189185906,2024,2
650,DC (2500 do <5000 KWh),Omrežnina,2012Q1,0.0567,2012,1
651,DC (2500 do <5000 KWh),Omrežnina,2012Q2,0.0575,2012,2
652,DC (2500 do <5000 KWh),Omrežnina,2012Q3,0.0574,2012,3
653,DC (2500 do <5000 KWh),Omrežnina,2012Q4,0.0563,2012,4
654,DC (2500 do <5000 KWh),Omrežnina,2013Q1,0.0556,2013,1
655,DC (2500 do <5000 KWh),Omrežnina,2013Q2,0.0564,2013,2
656,DC (2500 do <5000 KWh),Omrežnina,2013Q3,0.0572,2013,3
657,DC (2500 do <5000 KWh),Omrežnina,2013Q4,0.0556,2013,4
658,DC (2500 do <5000 KWh),Omrežnina,2014Q1,0.0556,2014,1
659,DC (2500 do <5000 KWh),Omrežnina,2014Q2,0.0568,2014,2
660,DC (2500 do <5000 KWh),Omrežnina,2014Q3,0.0573,2014,3
661,DC (2500 do <5000 KWh),Omrežnina,2014Q4,0.0559,2014,4
662,DC (2500 do <5000 KWh),Omrežnina,2015Q1,0.0544,2015,1
663,DC (2500 do <5000 KWh),Omrežnina,2015Q2,0.0556,2015,2
664,DC (2500 do <5000 KWh),Omrežnina,2015Q3,0.0562,2015,3
665,DC (2500 do <5000 KWh),Omrežnina,2015Q4,0.0545,2015,4
666,DC (2500 do <5000 KWh),Omrežnina,2016Q1,0.0546,2016,1
667,DC (2500 do <5000 KWh),Omrežnina,2016Q2,0.0562,2016,2
668,DC (2500 do <5000 KWh),Omrežnina,2016Q3,0.0571,2016,3
669,DC (2500 do <5000 KWh),Omrežnina,2016Q4,0.0548,2016,4
670,DC (2500 do <5000 KWh),Omrežnina,2017Q1,0.055065249681368,2017,1
671,DC (2500 do <5000 KWh),Omrežnina,2017Q2,0.057005177272566,2017,2
672,DC (2500 do <5000 KWh),Omrežnina,2017Q3,0.057539463469725,2017,3
673,DC (2500 do <5000 KWh),Omrežnina,2017Q4,0.054991225172705,2017,4
674,DC (2500 do <5000 KWh),Omrežnina,2018Q1,0.055369966067963,2018,1
675,DC (2500 do <5000 KWh),Omrežnina,2018Q2,0.057556301937049,2018,2
676,DC (2500 do <5000 KWh),Omrežnina,2018Q3,0.058145125606198,2018,3
677,DC (2500 do <5000 KWh),Omrežnina,2018Q4,0.055523853212877,2018,4
678,DC (2500 do <5000 KWh),Omrežnina,2019Q1,0.053376642364036,2019,1
679,DC (2500 do <5000 KWh),Omrežnina,2019Q2,0.055280530398997,2019,2
680,DC (2500 do <5000 KWh),Omrežnina,2019Q3,0.056463631576529,2019,3
681,DC (2500 do <5000 KWh),Omrežnina,2019Q4,0.053491219349665,2019,4
682,DC (2500 do <5000 KWh),Omrežnina,2020Q1,0.045671275027678,2020,1
683,DC (2500 do <5000 KWh),Omrežnina,2020Q2,0.040788594017421,2020,2
684,DC (2500 do <5000 KWh),Omrežnina,2020Q3,0.054027771592831,2020,3
685,DC (2500 do <5000 KWh),Omrežnina,2020Q4,0.050353430496371,2020,4
686,DC (2500 do <5000 KWh),Omrežnina,2021Q1,0.049085784992763,2021,1
687,DC (2500 do <5000 KWh),Omrežnina,2021Q2,0.051237333053215,2021,2
688,DC (2500 do <5000 KWh),Omrežnina,2021Q3,0.053094286175899,2021,3
689,DC (2500 do <5000 KWh),Omrežnina,2021Q4,0.049302370696151,2021,4
690,DC (2500 do <5000 KWh),Omrežnina,2022Q1,0.019425679002816,2022,1
691,DC (2500 do <5000 KWh),Omrežnina,2022Q2,0.037885674834,2022,2
692,DC (2500 do <5000 KWh),Omrežnina,2022Q3,0.059078307399774,2022,3
693,DC (2500 do <5000 KWh),Omrežnina,2022Q4,0.055423172380267,2022,4
694,DC (2500 do <5000 KWh),Omrežnina,2023Q1,0.054610034288651,2023,1
695,DC (2500 do <5000 KWh),Omrežnina,2023Q2,0.05771,2023,2
696,DC (2500 do <5000 KWh),Omrežnina,2023Q3,0.059107794705676,2023,3
697,DC (2500 do <5000 KWh),Omrežnina,2023Q4,0.054871909073786,2023,4
698,DC (2500 do <5000 KWh),Omrežnina,2024Q1,0.056187709119447,2024,1
699,DC (2500 do <5000 KWh),Omrežnina,2024Q2,0.060046391825883,2024,2
700,DC (2500 do <5000 KWh),Brez davkov,2012Q1,0.1184,2012,1
701,DC (2500 do <5000 KWh),Brez davkov,2012Q2,0.1202,2012,2
702,DC (2500 do <5000 KWh),Brez davkov,2012Q3,0.1199,2012,3
703,DC (2500 do <5000 KWh),Brez davkov,2012Q4,0.1185,2012,4
704,DC (2500 do <5000 KWh),Brez davkov,2013Q1,0.1174,2013,1
705,DC (2500 do <5000 KWh),Brez davkov,2013Q2,0.118,2013,2
706,DC (2500 do <5000 KWh),Brez davkov,2013Q3,0.1187,2013,3
707,DC (2500 do <5000 KWh),Brez davkov,2013Q4,0.1166,2013,4
708,DC (2500 do <5000 KWh),Brez davkov,2014Q1,0.1153,2014,1
709,DC (2500 do <5000 KWh),Brez davkov,2014Q2,0.1152,2014,2
710,DC (2500 do <5000 KWh),Brez davkov,2014Q3,0.1159,2014,3
711,DC (2500 do <5000 KWh),Brez davkov,2014Q4,0.1144,2014,4
712,DC (2500 do <5000 KWh),Brez davkov,2015Q1,0.1119,2015,1
713,DC (2500 do <5000 KWh),Brez davkov,2015Q2,0.1127,2015,2
714,DC (2500 do <5000 KWh),Brez davkov,2015Q3,0.1138,2015,3
715,DC (2500 do <5000 KWh),Brez davkov,2015Q4,0.1115,2015,4
716,DC (2500 do <5000 KWh),Brez davkov,2016Q1,0.1103,2016,1
717,DC (2500 do <5000 KWh),Brez davkov,2016Q2,0.1122,2016,2
718,DC (2500 do <5000 KWh),Brez davkov,2016Q3,0.1135,2016,3
719,DC (2500 do <5000 KWh),Brez davkov,2016Q4,0.1101,2016,4
720,DC (2500 do <5000 KWh),Brez davkov,2017Q1,0.109587511446576,2017,1
721,DC (2500 do <5000 KWh),Brez davkov,2017Q2,0.111466271962004,2017,2
722,DC (2500 do <5000 KWh),Brez davkov,2017Q3,0.112489767203576,2017,3
723,DC (2500 do <5000 KWh),Brez davkov,2017Q4,0.108781069928142,2017,4
724,DC (2500 do <5000 KWh),Brez davkov,2018Q1,0.109743877180539,2018,1
725,DC (2500 do <5000 KWh),Brez davkov,2018Q2,0.111988986067728,2018,2
726,DC (2500 do <5000 KWh),Brez davkov,2018Q3,0.113420948198967,2018,3
727,DC (2500 do <5000 KWh),Brez davkov,2018Q4,0.111794713591053,2018,4
728,DC (2500 do <5000 KWh),Brez davkov,2019Q1,0.111438530565199,2019,1
729,DC (2500 do <5000 KWh),Brez davkov,2019Q2,0.113769221405999,2019,2
730,DC (2500 do <5000 KWh),Brez davkov,2019Q3,0.11569038477508,2019,3
731,DC (2500 do <5000 KWh),Brez davkov,2019Q4,0.113443287017883,2019,4
732,DC (2500 do <5000 KWh),Brez davkov,2020Q1,0.10767358861626,2020,1
733,DC (2500 do <5000 KWh),Brez davkov,2020Q2,0.10484697983025,2020,2
734,DC (2500 do <5000 KWh),Brez davkov,2020Q3,0.120611386759757,2020,3
735,DC (2500 do <5000 KWh),Brez davkov,2020Q4,0.115852046987099,2020,4
736,DC (2500 do <5000 KWh),Brez davkov,2021Q1,0.113155956026066,2021,1
737,DC (2500 do <5000 KWh),Brez davkov,2021Q2,0.117667704888144,2021,2
738,DC (2500 do <5000 KWh),Brez davkov,2021Q3,0.121849652380618,2021,3
739,DC (2500 do <5000 KWh),Brez davkov,2021Q4,0.115734210428395,2021,4
740,DC (2500 do <5000 KWh),Brez davkov,2022Q1,0.089428777029253,2022,1
741,DC (2500 do <5000 KWh),Brez davkov,2022Q2,0.117531750434128,2022,2
742,DC (2500 do <5000 KWh),Brez davkov,2022Q3,0.158106406203025,2022,3
743,DC (2500 do <5000 KWh),Brez davkov,2022Q4,0.149135919174094,2022,4
744,DC (2500 do <5000 KWh),Brez davkov,2023Q1,0.15954279942627,2023,1
745,DC (2500 do <5000 KWh),Brez davkov,2023Q2,0.16363,2023,2
746,DC (2500 do <5000 KWh),Brez davkov,2023Q3,0.16550586950595,2023,3
747,DC (2500 do <5000 KWh),Brez davkov,2023Q4,0.158095531610644,2023,4
748,DC (2500 do <5000 KWh),Brez davkov,2024Q1,0.16610333646507,2024,1
749,DC (2500 do <5000 KWh),Brez davkov,2024Q2,0.171144581011789,2024,2
750,DC (2500 do <5000 KWh),Dodatki in prispevki,2012Q1,0.0091,2012,1
751,DC (2500 do <5000 KWh),Dodatki in prispevki,2012Q2,0.0094,2012,2
752,DC (2500 do <5000 KWh),Dodatki in prispevki,2012Q3,0.0095,2012,3
753,DC (2500 do <5000 KWh),Dodatki in prispevki,2012Q4,0.0092,2012,4
754,DC (2500 do <5000 KWh),Dodatki in prispevki,2013Q1,0.0148,2013,1
755,DC (2500 do <5000 KWh),Dodatki in prispevki,2013Q2,0.0183,2013,2
756,DC (2500 do <5000 KWh),Dodatki in prispevki,2013Q3,0.0188,2013,3
757,DC (2500 do <5000 KWh),Dodatki in prispevki,2013Q4,0.0177,2013,4
758,DC (2500 do <5000 KWh),Dodatki in prispevki,2014Q1,0.0179,2014,1
759,DC (2500 do <5000 KWh),Dodatki in prispevki,2014Q2,0.0188,2014,2
760,DC (2500 do <5000 KWh),Dodatki in prispevki,2014Q3,0.0192,2014,3
761,DC (2500 do <5000 KWh),Dodatki in prispevki,2014Q4,0.0182,2014,4
762,DC (2500 do <5000 KWh),Dodatki in prispevki,2015Q1,0.0175,2015,1
763,DC (2500 do <5000 KWh),Dodatki in prispevki,2015Q2,0.0184,2015,2
764,DC (2500 do <5000 KWh),Dodatki in prispevki,2015Q3,0.0213,2015,3
765,DC (2500 do <5000 KWh),Dodatki in prispevki,2015Q4,0.0209,2015,4
766,DC (2500 do <5000 KWh),Dodatki in prispevki,2016Q1,0.0207,2016,1
767,DC (2500 do <5000 KWh),Dodatki in prispevki,2016Q2,0.0221,2016,2
768,DC (2500 do <5000 KWh),Dodatki in prispevki,2016Q3,0.0229,2016,3
769,DC (2500 do <5000 KWh),Dodatki in prispevki,2016Q4,0.0209,2016,4
770,DC (2500 do <5000 KWh),Dodatki in prispevki,2017Q1,0.020608616027524,2017,1
771,DC (2500 do <5000 KWh),Dodatki in prispevki,2017Q2,0.022502626436126,2017,2
772,DC (2500 do <5000 KWh),Dodatki in prispevki,2017Q3,0.022946715734926,2017,3
773,DC (2500 do <5000 KWh),Dodatki in prispevki,2017Q4,0.020606261006345,2017,4
774,DC (2500 do <5000 KWh),Dodatki in prispevki,2018Q1,0.020429369135961,2018,1
775,DC (2500 do <5000 KWh),Dodatki in prispevki,2018Q2,0.022603210112885,2018,2
776,DC (2500 do <5000 KWh),Dodatki in prispevki,2018Q3,0.023015127551409,2018,3
777,DC (2500 do <5000 KWh),Dodatki in prispevki,2018Q4,0.020620029313222,2018,4
778,DC (2500 do <5000 KWh),Dodatki in prispevki,2019Q1,0.020515635721125,2019,1
779,DC (2500 do <5000 KWh),Dodatki in prispevki,2019Q2,0.022385597340412,2019,2
780,DC (2500 do <5000 KWh),Dodatki in prispevki,2019Q3,0.023391847977155,2019,3
781,DC (2500 do <5000 KWh),Dodatki in prispevki,2019Q4,0.020636257524692,2019,4
782,DC (2500 do <5000 KWh),Dodatki in prispevki,2020Q1,0.014707919668568,2020,1
783,DC (2500 do <5000 KWh),Dodatki in prispevki,2020Q2,0.009883937485311,2020,2
784,DC (2500 do <5000 KWh),Dodatki in prispevki,2020Q3,0.022920791654754,2020,3
785,DC (2500 do <5000 KWh),Dodatki in prispevki,2020Q4,0.019238937146918,2020,4
786,DC (2500 do <5000 KWh),Dodatki in prispevki,2021Q1,0.01994476413264,2021,1
787,DC (2500 do <5000 KWh),Dodatki in prispevki,2021Q2,0.022185211446384,2021,2
788,DC (2500 do <5000 KWh),Dodatki in prispevki,2021Q3,0.023919702866862,2021,3
789,DC (2500 do <5000 KWh),Dodatki in prispevki,2021Q4,0.020103593412809,2021,4
790,DC (2500 do <5000 KWh),Dodatki in prispevki,2022Q1,0.008573989368334,2022,1
791,DC (2500 do <5000 KWh),Dodatki in prispevki,2022Q2,0.015537400198965,2022,2
792,DC (2500 do <5000 KWh),Dodatki in prispevki,2022Q3,0.019611005567978,2022,3
793,DC (2500 do <5000 KWh),Dodatki in prispevki,2022Q4,0.011075408202675,2022,4
794,DC (2500 do <5000 KWh),Dodatki in prispevki,2023Q1,0.010668010669474,2023,1
795,DC (2500 do <5000 KWh),Dodatki in prispevki,2023Q2,0.012225,2023,2
796,DC (2500 do <5000 KWh),Dodatki in prispevki,2023Q3,0.01628011415933,2023,3
797,DC (2500 do <5000 KWh),Dodatki in prispevki,2023Q4,0.00809109218498,2023,4
798,DC (2500 do <5000 KWh),Dodatki in prispevki,2024Q1,0.002460225828587,2024,1
799,DC (2500 do <5000 KWh),Dodatki in prispevki,2024Q2,0.002459977396272,2024,2
800,DC (2500 do <5000 KWh),Brez DDV,2012Q1,0.1275,2012,1
801,DC (2500 do <5000 KWh),Brez DDV,2012Q2,0.1296,2012,2
802,DC (2500 do <5000 KWh),Brez DDV,2012Q3,0.1293,2012,3
803,DC (2500 do <5000 KWh),Brez DDV,2012Q4,0.1277,2012,4
804,DC (2500 do <5000 KWh),Brez DDV,2013Q1,0.1322,2013,1
805,DC (2500 do <5000 KWh),Brez DDV,2013Q2,0.1363,2013,2
806,DC (2500 do <5000 KWh),Brez DDV,2013Q3,0.1375,2013,3
807,DC (2500 do <5000 KWh),Brez DDV,2013Q4,0.1343,2013,4
808,DC (2500 do <5000 KWh),Brez DDV,2014Q1,0.1332,2014,1
809,DC (2500 do <5000 KWh),Brez DDV,2014Q2,0.134,2014,2
810,DC (2500 do <5000 KWh),Brez DDV,2014Q3,0.1351,2014,3
811,DC (2500 do <5000 KWh),Brez DDV,2014Q4,0.1325,2014,4
812,DC (2500 do <5000 KWh),Brez DDV,2015Q1,0.1294,2015,1
813,DC (2500 do <5000 KWh),Brez DDV,2015Q2,0.1311,2015,2
814,DC (2500 do <5000 KWh),Brez DDV,2015Q3,0.1351,2015,3
815,DC (2500 do <5000 KWh),Brez DDV,2015Q4,0.1324,2015,4
816,DC (2500 do <5000 KWh),Brez DDV,2016Q1,0.131,2016,1
817,DC (2500 do <5000 KWh),Brez DDV,2016Q2,0.1343,2016,2
818,DC (2500 do <5000 KWh),Brez DDV,2016Q3,0.1365,2016,3
819,DC (2500 do <5000 KWh),Brez DDV,2016Q4,0.131,2016,4
820,DC (2500 do <5000 KWh),Brez DDV,2017Q1,0.1301961274741,2017,1
821,DC (2500 do <5000 KWh),Brez DDV,2017Q2,0.13396889839813,2017,2
822,DC (2500 do <5000 KWh),Brez DDV,2017Q3,0.135436482938503,2017,3
823,DC (2500 do <5000 KWh),Brez DDV,2017Q4,0.129387330934487,2017,4
824,DC (2500 do <5000 KWh),Brez DDV,2018Q1,0.1301732463165,2018,1
825,DC (2500 do <5000 KWh),Brez DDV,2018Q2,0.134592196180613,2018,2
826,DC (2500 do <5000 KWh),Brez DDV,2018Q3,0.136436075750376,2018,3
827,DC (2500 do <5000 KWh),Brez DDV,2018Q4,0.132414742904275,2018,4
828,DC (2500 do <5000 KWh),Brez DDV,2019Q1,0.131954166286324,2019,1
829,DC (2500 do <5000 KWh),Brez DDV,2019Q2,0.136154818746411,2019,2
830,DC (2500 do <5000 KWh),Brez DDV,2019Q3,0.139082232752236,2019,3
831,DC (2500 do <5000 KWh),Brez DDV,2019Q4,0.134079544542575,2019,4
832,DC (2500 do <5000 KWh),Brez DDV,2020Q1,0.122381508284827,2020,1
833,DC (2500 do <5000 KWh),Brez DDV,2020Q2,0.114730917315561,2020,2
834,DC (2500 do <5000 KWh),Brez DDV,2020Q3,0.143532178414511,2020,3
835,DC (2500 do <5000 KWh),Brez DDV,2020Q4,0.135090984134017,2020,4
836,DC (2500 do <5000 KWh),Brez DDV,2021Q1,0.133100720158705,2021,1
837,DC (2500 do <5000 KWh),Brez DDV,2021Q2,0.139852916334528,2021,2
838,DC (2500 do <5000 KWh),Brez DDV,2021Q3,0.14576935524748,2021,3
839,DC (2500 do <5000 KWh),Brez DDV,2021Q4,0.135837803841203,2021,4
840,DC (2500 do <5000 KWh),Brez DDV,2022Q1,0.098002766397586,2022,1
841,DC (2500 do <5000 KWh),Brez DDV,2022Q2,0.133069150633092,2022,2
842,DC (2500 do <5000 KWh),Brez DDV,2022Q3,0.177717411771003,2022,3
843,DC (2500 do <5000 KWh),Brez DDV,2022Q4,0.160211327376769,2022,4
844,DC (2500 do <5000 KWh),Brez DDV,2023Q1,0.170210810095744,2023,1
845,DC (2500 do <5000 KWh),Brez DDV,2023Q2,0.17585,2023,2
846,DC (2500 do <5000 KWh),Brez DDV,2023Q3,0.18178598366528,2023,3
